2026-01-09 13:02:14,010 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:15,017 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:15,649 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:16,416 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:17,265 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:17,775 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:18,251 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:18,534 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:18,964 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:19,236 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:19,438 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:19,605 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:19,793 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:19,956 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:20,142 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:20,647 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:20,992 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:21,324 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:24,569 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:24,737 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:24,916 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:25,061 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:25,221 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:26,457 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:26,991 - 
2026-01-09 13:02:47,666 - j
2026-01-09 13:02:47,666 - j
2026-01-09 13:02:47,695 - h
2026-01-09 13:02:47,695 - h
2026-01-09 13:02:47,772 - v
2026-01-09 13:02:47,772 - v
2026-01-09 13:02:47,937 - h
2026-01-09 13:02:47,937 - h
2026-01-09 13:02:47,952 - k
2026-01-09 13:02:47,952 - k
2026-01-09 13:02:49,293 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:02:49,293 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:03:05,317 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:03:05,317 - Error logging key: 'Key' object has no attribute 'char'
2026-01-09 13:03:05,489 - P
2026-01-09 13:03:05,489 - P
2026-01-09 13:03:05,964 - r
2026-01-09 13:03:05,965 - r
2026-01-09 13:03:06,136 - a
2026-01-09 13:03:06,136 - a
2026-01-09 13:03:06,519 - k
2026-01-09 13:03:06,520 - k
2026-01-09 13:03:06,659 - a
2026-01-09 13:03:06,671 - a
2026-01-09 13:03:06,880 - s
2026-01-09 13:03:06,880 - s
